#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Total
479,RotomFan Rotom,Electric,Flying,50,65,107,105,107,86,4,False,520
479,RotomMow Rotom,Electric,Grass,50,65,107,105,107,86,4,False,520
480,Uxie,Psychic,,75,75,130,75,130,95,4,True,580
481,Mesprit,Psychic,,80,105,105,105,105,80,4,True,580
482,Azelf,Psychic,,75,125,70,125,70,115,4,True,580
483,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True,680
484,Palkia,Water,Dragon,90,120,100,150,120,100,4,True,680
485,Heatran,Fire,Steel,91,90,106,130,106,77,4,True,600
486,Regigigas,Normal,,110,160,110,80,110,100,4,True,670
487,GiratinaAltered Forme,Ghost,Dragon,150,100,120,100,120,90,4,True,680
487,GiratinaOrigin Forme,Ghost,Dragon,150,120,100,120,100,90,4,True,680
488,Cresselia,Psychic,,120,70,120,75,130,85,4,False,600
489,Phione,Water,,80,80,80,80,80,80,4,False,480
490,Manaphy,Water,,100,100,100,100,100,100,4,False,600
491,Darkrai,Dark,,70,90,90,135,90,125,4,True,600
492,ShayminLand Forme,Grass,,100,100,100,100,100,100,4,True,600
492,ShayminSky Forme,Grass,Flying,100,103,75,120,75,127,4,True,600
493,Arceus,Normal,,120,120,120,120,120,120,4,True,720
494,Victini,Psychic,Fire,100,100,100,100,100,100,5,True,600
495,Snivy,Grass,,45,45,55,45,55,63,5,False,308
496,Servine,Grass,,60,60,75,60,75,83,5,False,413
497,Serperior,Grass,,75,75,95,75,95,113,5,False,528
498,Tepig,Fire,,65,63,45,45,45,45,5,False,308
499,Pignite,Fire,Fighting,90,93,55,70,55,55,5,False,418
500,Emboar,Fire,Fighting,110,123,65,100,65,65,5,False,528
501,Oshawott,Water,,55,55,45,63,45,45,5,False,308
502,Dewott,Water,,75,75,60,83,60,60,5,False,413
503,Samurott,Water,,95,100,85,108,70,70,5,False,528
504,Patrat,Normal,,45,55,39,35,39,42,5,False,255
505,Watchog,Normal,,60,85,69,60,69,77,5,False,420
506,Lillipup,Normal,,45,60,45,25,45,55,5,False,275
507,Herdier,Normal,,65,80,65,35,65,60,5,False,370
508,Stoutland,Normal,,85,110,90,45,90,80,5,False,500
509,Purrloin,Dark,,41,50,37,50,37,66,5,False,281
510,Liepard,Dark,,64,88,50,88,50,106,5,False,446
511,Pansage,Grass,,50,53,48,53,48,64,5,False,316
512,Simisage,Grass,,75,98,63,98,63,101,5,False,498
513,Pansear,Fire,,50,53,48,53,48,64,5,False,316
514,Simisear,Fire,,75,98,63,98,63,101,5,False,498
515,Panpour,Water,,50,53,48,53,48,64,5,False,316
516,Simipour,Water,,75,98,63,98,63,101,5,False,498
517,Munna,Psychic,,76,25,45,67,55,24,5,False,292
518,Musharna,Psychic,,116,55,85,107,95,29,5,False,487
519,Pidove,Normal,Flying,50,55,50,36,30,43,5,False,264
520,Tranquill,Normal,Flying,62,77,62,50,42,65,5,False,358
521,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False,488
522,Blitzle,Electric,,45,60,32,50,32,76,5,False,295
523,Zebstrika,Electric,,75,100,63,80,63,116,5,False,497
524,Roggenrola,Rock,,55,75,85,25,25,15,5,False,280
525,Boldore,Rock,,70,105,105,50,40,20,5,False,390
526,Gigalith,Rock,,85,135,130,60,80,25,5,False,515
527,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False,313
528,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,False,425
529,Drilbur,Ground,,60,85,40,30,45,68,5,False,328
530,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False,508
531,Audino,Normal,,103,60,86,60,86,50,5,False,445
531,AudinoMega Audino,Normal,Fairy,103,60,126,80,126,50,5,False,545
532,Timburr,Fighting,,75,80,55,25,35,35,5,False,305
533,Gurdurr,Fighting,,85,105,85,40,50,40,5,False,405
534,Conkeldurr,Fighting,,105,140,95,55,65,45,5,False,505
535,Tympole,Water,,50,50,40,50,40,64,5,False,294
536,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False,384
537,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False,509
538,Throh,Fighting,,120,100,85,30,85,45,5,False,465
539,Sawk,Fighting,,75,125,75,30,75,85,5,False,465
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False,310
541,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False,380
542,Leavanny,Bug,Grass,75,103,80,70,80,92,5,False,500
543,Venipede,Bug,Poison,30,45,59,30,39,57,5,False,260
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,False,360
545,Scolipede,Bug,Poison,60,100,89,55,69,112,5,False,485
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,280
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,False,480
548,Petilil,Grass,,45,35,50,70,50,30,5,False,280
549,Lilligant,Grass,,70,60,75,110,75,90,5,False,480
550,Basculin,Water,,70,92,65,80,55,98,5,False,460
551,Sandile,Ground,Dark,50,72,35,35,35,65,5,False,292
552,Krokorok,Ground,Dark,60,82,45,45,45,74,5,False,351
553,Krookodile,Ground,Dark,95,117,80,65,70,92,5,False,519
554,Darumaka,Fire,,70,90,45,15,45,50,5,False,315
555,DarmanitanStandard Mode,Fire,,105,140,55,30,55,95,5,False,480
555,DarmanitanZen Mode,Fire,Psychic,105,30,105,140,105,55,5,False,540
556,Maractus,Grass,,75,86,67,106,67,60,5,False,461
557,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False,325
558,Crustle,Bug,Rock,70,95,125,65,75,45,5,False,475
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False,348
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,False,488
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,False,490
562,Yamask,Ghost,,38,30,85,55,65,30,5,False,303
563,Cofagrigus,Ghost,,58,50,145,95,105,30,5,False,483
564,Tirtouga,Water,Rock,54,78,103,53,45,22,5,False,355
565,Carracosta,Water,Rock,74,108,133,83,65,32,5,False,495
566,Archen,Rock,Flying,55,112,45,74,45,70,5,False,401
567,Archeops,Rock,Flying,75,140,65,112,65,110,5,False,567
568,Trubbish,Poison,,50,50,62,40,62,65,5,False,329
569,Garbodor,Poison,,80,95,82,60,82,75,5,False,474
570,Zorua,Dark,,40,65,40,80,40,65,5,False,330
571,Zoroark,Dark,,60,105,60,120,60,105,5,False,510
572,Minccino,Normal,,55,50,40,40,40,75,5,False,300
573,Cinccino,Normal,,75,95,60,65,60,115,5,False,470
574,Gothita,Psychic,,45,30,50,55,65,45,5,False,290
575,Gothorita,Psychic,,60,45,70,75,85,55,5,False,390
576,Gothitelle,Psychic,,70,55,95,95,110,65,5,False,490
577,Solosis,Psychic,,45,30,40,105,50,20,5,False,290
578,Duosion,Psychic,,65,40,50,125,60,30,5,False,370
579,Reuniclus,Psychic,,110,65,75,125,85,30,5,False,490
580,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,305
581,Swanna,Water,Flying,75,87,63,87,63,98,5,False,473
582,Vanillite,Ice,,36,50,50,65,60,44,5,False,305
583,Vanillish,Ice,,51,65,65,80,75,59,5,False,395
584,Vanilluxe,Ice,,71,95,85,110,95,79,5,False,535
585,Deerling,Normal,Grass,60,60,50,40,50,75,5,False,335
586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,False,475
587,Emolga,Electric,Flying,55,75,60,75,60,103,5,False,428
588,Karrablast,Bug,,50,75,45,40,45,60,5,False,315
589,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,495
590,Foongus,Grass,Poison,69,55,45,55,55,15,5,False,294
591,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False,464
592,Frillish,Water,Ghost,55,40,50,65,85,40,5,False,335
593,Jellicent,Water,Ghost,100,60,70,85,105,60,5,False,480
594,Alomomola,Water,,165,75,80,40,45,65,5,False,470
595,Joltik,Bug,Electric,50,47,50,57,50,65,5,False,319
596,Galvantula,Bug,Electric,70,77,60,97,60,108,5,False,472
597,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,False,305
598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,False,489
599,Klink,Steel,,40,55,70,45,60,30,5,False,300
600,Klang,Steel,,60,80,95,70,85,50,5,False,440
601,Klinklang,Steel,,60,100,115,70,85,90,5,False,520
602,Tynamo,Electric,,35,55,40,45,40,60,5,False,275
603,Eelektrik,Electric,,65,85,70,75,70,40,5,False,405
604,Eelektross,Electric,,85,115,80,105,80,50,5,False,515
605,Elgyem,Psychic,,55,55,55,85,55,30,5,False,335
606,Beheeyem,Psychic,,75,75,75,125,95,40,5,False,485
607,Litwick,Ghost,Fire,50,30,55,65,55,20,5,False,275
608,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False,370
609,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,False,520
610,Axew,Dragon,,46,87,60,30,40,57,5,False,320
611,Fraxure,Dragon,,66,117,70,40,50,67,5,False,410
612,Haxorus,Dragon,,76,147,90,60,70,97,5,False,540
613,Cubchoo,Ice,,55,70,40,60,40,40,5,False,305
614,Beartic,Ice,,95,110,80,70,80,50,5,False,485
615,Cryogonal,Ice,,70,50,30,95,135,105,5,False,485
616,Shelmet,Bug,,50,40,85,40,65,25,5,False,305
617,Accelgor,Bug,,80,70,40,100,60,145,5,False,495
618,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False,471
619,Mienfoo,Fighting,,45,85,50,55,50,65,5,False,350
620,Mienshao,Fighting,,65,125,60,95,60,105,5,False,510
621,Druddigon,Dragon,,77,120,90,60,90,48,5,False,485
622,Golett,Ground,Ghost,59,74,50,35,50,35,5,False,303
623,Golurk,Ground,Ghost,89,124,80,55,80,55,5,False,483
624,Pawniard,Dark,Steel,45,85,70,40,40,60,5,False,340
625,Bisharp,Dark,Steel,65,125,100,60,70,70,5,False,490
626,Bouffalant,Normal,,95,110,95,40,95,55,5,False,490
627,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False,350
628,Braviary,Normal,Flying,100,123,75,57,75,80,5,False,510
629,Vullaby,Dark,Flying,70,55,75,45,65,60,5,False,370
630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False,510
631,Heatmor,Fire,,85,97,66,105,66,65,5,False,484
632,Durant,Bug,Steel,58,109,112,48,48,109,5,False,484
633,Deino,Dark,Dragon,52,65,50,45,50,38,5,False,300
634,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,False,420
635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,False,600
636,Larvesta,Bug,Fire,55,85,55,50,55,60,5,False,360
637,Volcarona,Bug,Fire,85,60,65,135,105,100,5,False,550
638,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,True,580
639,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True,580
640,Virizion,Grass,Fighting,91,90,72,90,129,108,5,True,580
641,TornadusIncarnate Forme,Flying,,79,115,70,125,80,111,5,True,580
641,TornadusTherian Forme,Flying,,79,100,80,110,90,121,5,True,580
642,ThundurusIncarnate Forme,Electric,Flying,79,115,70,125,80,111,5,True,580
642,ThundurusTherian Forme,Electric,Flying,79,105,70,145,80,101,5,True,580
643,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,True,680
644,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,True,680
645,LandorusIncarnate Forme,Ground,Flying,89,125,90,115,80,101,5,True,600
645,LandorusTherian Forme,Ground,Flying,89,145,90,105,80,91,5,True,600
646,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True,660
646,KyuremBlack Kyurem,Dragon,Ice,125,170,100,120,90,95,5,True,700
646,KyuremWhite Kyurem,Dragon,Ice,125,120,90,170,100,95,5,True,700
647,KeldeoOrdinary Forme,Water,Fighting,91,72,90,129,90,108,5,False,580
647,KeldeoResolute Forme,Water,Fighting,91,72,90,129,90,108,5,False,580
648,MeloettaAria Forme,Normal,Psychic,100,77,77,128,128,90,5,False,600
648,MeloettaPirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,False,600
649,Genesect,Bug,Steel,71,120,95,120,95,99,5,False,600
650,Chespin,Grass,,56,61,65,48,45,38,6,False,313
651,Quilladin,Grass,,61,78,95,56,58,57,6,False,405
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False,530
653,Fennekin,Fire,,40,45,40,62,60,60,6,False,307
654,Braixen,Fire,,59,59,58,90,70,73,6,False,409
655,Delphox,Fire,Psychic,75,69,72,114,100,104,6,False,534
656,Froakie,Water,,41,56,40,62,44,71,6,False,314
657,Frogadier,Water,,54,63,52,83,56,97,6,False,405
658,Greninja,Water,Dark,72,95,67,103,71,122,6,False,530
659,Bunnelby,Normal,,38,36,38,32,36,57,6,False,237
660,Diggersby,Normal,Ground,85,56,77,50,77,78,6,False,423
661,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,278
662,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,False,382
663,Talonflame,Fire,Flying,78,81,71,74,69,126,6,False,499
664,Scatterbug,Bug,,38,35,40,27,25,35,6,False,200
665,Spewpa,Bug,,45,22,60,27,30,29,6,False,213
666,Vivillon,Bug,Flying,80,52,50,90,50,89,6,False,411
667,Litleo,Fire,Normal,62,50,58,73,54,72,6,False,369
668,Pyroar,Fire,Normal,86,68,72,109,66,106,6,False,507
669,Flabébé,Fairy,,44,38,39,61,79,42,6,False,303
670,Floette,Fairy,,54,45,47,75,98,52,6,False,371
671,Florges,Fairy,,78,65,68,112,154,75,6,False,552
672,Skiddo,Grass,,66,65,48,62,57,52,6,False,350
673,Gogoat,Grass,,123,100,62,97,81,68,6,False,531
674,Pancham,Fighting,,67,82,62,46,48,43,6,False,348
675,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False,495
676,Furfrou,Normal,,75,80,60,65,90,102,6,False,472
677,Espurr,Psychic,,62,48,54,63,60,68,6,False,355
678,MeowsticMale,Psychic,,74,48,76,83,81,104,6,False,466
678,MeowsticFemale,Psychic,,74,48,76,83,81,104,6,False,466
679,Honedge,Steel,Ghost,45,80,100,35,37,28,6,False,325
680,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False,448
681,AegislashBlade Forme,Steel,Ghost,60,150,50,150,50,60,6,False,520
681,AegislashShield Forme,Steel,Ghost,60,50,150,50,150,60,6,False,520
682,Spritzee,Fairy,,78,52,60,63,65,23,6,False,341
683,Aromatisse,Fairy,,101,72,72,99,89,29,6,False,462
684,Swirlix,Fairy,,62,48,66,59,57,49,6,False,341
685,Slurpuff,Fairy,,82,80,86,85,75,72,6,False,480
686,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False,288
687,Malamar,Dark,Psychic,86,92,88,68,75,73,6,False,482
688,Binacle,Rock,Water,42,52,67,39,56,50,6,False,306
689,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,500
690,Skrelp,Poison,Water,50,60,60,60,60,30,6,False,320
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,False,494
692,Clauncher,Water,,50,53,62,58,63,44,6,False,330
693,Clawitzer,Water,,71,73,88,120,89,59,6,False,500
694,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False,289
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False,481
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,False,362
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,False,521
698,Amaura,Rock,Ice,77,59,50,67,63,46,6,False,362
699,Aurorus,Rock,Ice,123,77,72,99,92,58,6,False,521
700,Sylveon,Fairy,,95,65,65,110,130,60,6,False,525
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False,500
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False,431
703,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False,500
704,Goomy,Dragon,,45,50,35,55,75,40,6,False,300
705,Sliggoo,Dragon,,68,75,53,83,113,60,6,False,452
706,Goodra,Dragon,,90,100,70,110,150,80,6,False,600
707,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False,470
708,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False,309
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False,474
710,PumpkabooAverage Size,Ghost,Grass,49,66,70,44,55,51,6,False,335
710,PumpkabooSmall Size,Ghost,Grass,44,66,70,44,55,56,6,False,335
710,PumpkabooLarge Size,Ghost,Grass,54,66,70,44,55,46,6,False,335
710,PumpkabooSuper Size,Ghost,Grass,59,66,70,44,55,41,6,False,335
711,GourgeistAverage Size,Ghost,Grass,65,90,122,58,75,84,6,False,494
711,GourgeistSmall Size,Ghost,Grass,55,85,122,58,75,99,6,False,494
711,GourgeistLarge Size,Ghost,Grass,75,95,122,58,75,69,6,False,494
711,GourgeistSuper Size,Ghost,Grass,85,100,122,58,75,54,6,False,494
712,Bergmite,Ice,,55,69,85,32,35,28,6,False,304
713,Avalugg,Ice,,95,117,184,44,46,28,6,False,514
714,Noibat,Flying,Dragon,40,30,35,45,40,55,6,False,245
715,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False,535
716,Xerneas,Fairy,,126,131,95,131,98,99,6,True,680
717,Yveltal,Dark,Flying,126,131,95,131,98,99,6,True,680
718,Zygarde50% Forme,Dragon,Ground,108,100,121,81,95,95,6,True,600
719,Diancie,Rock,Fairy,50,100,150,100,150,50,6,True,600
719,DiancieMega Diancie,Rock,Fairy,50,160,110,160,110,110,6,True,700
720,HoopaHoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,True,600
720,HoopaHoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,True,680
721,Volcanion,Fire,Water,80,110,120,130,90,70,6,True,600
